Word,meanings,image_file_path,image_url
austere,"austere
2. Imposing or suggesting physical hardship: In order to make a profit, many people are forced to work in more
austere
3. Grimly unsmiling, humorless, or suggesting strict self-denial; grave; sober; solemn; serious: Henry was an
austere
4. Severe in manner or appearance; uncompromising; strict; forbidding: Conditions in the prison were unbelievably
austere
austere
austere
austere
6. Plain and simple; unadorned, without luxury, ease, or self-indulgence: Our ancestors lived an
austere
austere
austere
austere
8. Rough to the taste; sour or harsh in flavor: Some people have
austere
9. Etymology: from Latin
austerus
austeros
auos
for a list of additional Mickey Bach illustrations.",images\austere_116_0.jpg,http://www.wordinfo.info/words/images/austere-1.jpg
auxiliary,,,
aver,"averred
averred
so you can see more of Mickey Bach's cartoons.",images\aver_118_0.jpg,http://www.wordinfo.info/words/images/aver-1.jpg
aversion,"aversions
2. An abhorrence of something or someone: Tracey has an
aversion


so you can see more of Mickey Bach's cartoons.","images\aversion_119_0.jpg,images\aversion_119_1.jpg,images\aversion_119_2.jpg","http://www.wordinfo.info/words/images/aversion-1.jpg,http://www.wordinfo.info/words/images/aversion-2.jpg,http://www.wordinfo.info/words/images/aversion-3.jpg"
avid,"avid
2. Ardently, or excessively, desirous: Ivan's most
avid
3. Having an ardent desire or unbounded craving; greedy: As far back as James can remember, his sister always had an
avid


for a list of additional Mickey Bach illustrations.","images\avid_120_0.jpg,images\avid_120_1.jpg,images\avid_120_2.jpg","http://www.wordinfo.info/words/images/avid.jpg,http://www.wordinfo.info/words/images/avid-2.jpg,http://www.wordinfo.info/words/images/avid-3.jpg"
avow,"avowed
2. To declare or to affirm solemnly and formally as true: At the end of most wedding ceremonies, couples make their promises in which they
avow
3. To acknowledge openly, boldly, and unashamedly: In the short story that Jim was reading, the knight
avowed
4. Etymology: from Latin,
vocare
avouer
advocare",,
barrage,"barrages
2. An overwhelming, concentrated outpouring, as of words that come quickly and continuously: The man in the audience unleashed a
barrage
barrage
barrages",images\barrage_122_0.jpg,http://www.wordinfo.info/words/images/barrage-1.jpg
barrage,"barrages
2. An overwhelming, concentrated outpouring, as of words that come quickly and continuously: The man in the audience unleashed a
barrage
barrage
barrages",images\barrage_123_0.jpg,http://www.wordinfo.info/words/images/barrage-1.jpg
barren,"baron
2. A person with great power, wealth, and influence in some sphere: Because of Vern's substantial accumulation of silver, he was considered the silver
baron
barren
2. Concerning the lack of vegetation; being unproductive, unfruitful, depleted: The farmer could could not raise crops on his
barren",,
bashful,,,
bask,,,
beacon,,,
benediction,"benediction
benediction
benediction
benediction
benediction
4. An expression of good things desired, something that assures well-being and goodness: At the conclusion of the meeting of the committee members, the chairperson spoke a brief
benediction",,
benefactor,benefactors,,
benevolence,"benevolence
2. An expression of goodwill, an act of kindness; a gift or grant of money; a contribution for the support of the poor: The widow gave a generous
benevolence",,
benign,"benign
2. Referring to a disorder which is not a threat to life or long-term health; especially, by being noncancerous: Dr. Anderson, the plastic surgeon, removed a
benign
3. Pertaining to something which is neutral or harmless in its effect or influence and does not threaten one's health or life: Although
benign
benign
4. Relating to a condition which is mild or favorable in effect: Jack's family enjoyed their vacation at the lake because there was such a
benign
5. A reference to a situation which is favorable for a recovery with appropriate management: The finance minister attempted to reassure voters that the economy was in a
benign
6. Etymology: from Old French
benigne
benignus
bene
gignere
genus
so you can see more of Mickey Bach's cartoons.",images\benign_131_0.jpg,http://www.wordinfo.info/words/images/benign-1.jpg
berate,"berated
berating
berating


so you can see more of Mickey Bach's cartoons.","images\berate_132_0.jpg,images\berate_132_1.jpg,images\berate_132_2.jpg","http://www.wordinfo.info/words/images/berate-1.jpg,http://www.wordinfo.info/words/images/berate-2.jpg,http://www.wordinfo.info/words/images/berate-3.jpg"
bereave,,,
bereft,,,
berserk,berserkar,"images\berserk_135_0.jpg,images\berserk_135_1.jpg","http://www.wordinfo.info/words/images/berserk-1.jpg,http://www.wordinfo.info/words/images/berserk-2.jpg"
besiege,"beseech
beseech
besiege
besiege
besiege",,
besotted,,,
bestial,,,
babble,"babbled
2. To say something rapidly and incoherently without pausing, usually because of excitement or fear: Lorena
babbled
3. Gurgle, murmur, coo: Elsa's baby
babbled
babble
babel
Babel
bauble
bubble
bubble
bubble
bubble",,
bacchanalia,"2. When not capitalized,
bacchanalia",,
backlog,,,
prepare,"prepared
prepared
2. To make someone receptive or able to deal with some information: The policewoman asked Jill to sit down to
prepare
3. To get a meal ready for cooking or eating: In the late afternoon Lynn started to
prepare
4. To put into an oral or written form: Mr. Simmons
prepared
5. To make oneself ready for something: Ivy
prepared",,
bland,bland infarct,,
blast,,,
blatant,"blatant
2. Disagreeably loud or boisterous; offensively noisy; clamorous: During the party next door, they were so
blatant
blatant

so you can see more of Mickey Bach's cartoons.","images\blatant_145_0.jpg,images\blatant_145_1.jpg","http://www.wordinfo.info/words/images/blatant-1.jpg,http://www.wordinfo.info/words/images/blatant-2.jpg"
blatant,"blatant
2. Disagreeably loud or boisterous; offensively noisy; clamorous: During the party next door, they were so
blatant
blatant

so you can see more of Mickey Bach's cartoons.","images\blatant_146_0.jpg,images\blatant_146_1.jpg","http://www.wordinfo.info/words/images/blatant-1.jpg,http://www.wordinfo.info/words/images/blatant-2.jpg"
blemish,,,
bogus,,,
boisterous,"boisterous
2. Characteristic of violently agitated and turbulent conditions: The
boisterous
so you can see more of Mickey Bach's cartoons.
so you can see more of Mickey Bach's cartoons.","images\boisterous_149_0.jpg,images\boisterous_149_1.jpg","http://www.wordinfo.info/words/images/boisterous-1.jpg,http://www.wordinfo.info/words/images/boisterous-2.jpg"
bewilder,"bewilder
perplex
puzzle
2. A problem or situation that is difficult to solve: On Saturday afternoon, the family worked on the crossword
puzzle
puzzle
puzzle",,
bigot,"bigot
so you can see more of Mickey Bach's cartoons.",images\bigot_151_0.jpg,http://www.wordinfo.info/words/images/bigot-1.jpg
bizarre,"bazaar
bazaar
bizarre",,
cat,"cats
2. Any of various other carnivorous mammals of the family ""Felidae"", which includes the lion, tiger, leopard, and lynx: With her binoculars, Mildred could see a large
cat
3. As an informal application, a woman who is regarded as spiteful: There is always at least one
cat
4. In slang usagea a man; a player or devotee of jazz music: Hank was a cool
cat
5. Etymology: The related words in the Romance languages; such as, Spanish and Portuguese
gato, gata
gatto, gatta
gattus, gatta,
cattus, catta
chat, chatte
cattus, catta
cattus
catta
kadis
Cats
cat
cat
cat
cat
Cats
cats
cats
cat
cat
cat
cat
cat
cats
cat
cats
cats
cats
cats
Cats
cats
Cats",images\cat_153_0.jpg,http://www.wordinfo.info/words/images/cats-priests.jpg
caricature,"caricatures
2. Any imitation or copy so distorted or inferior as to be ludicrous: Mary bought a book for her art class with lots of
caricatures
3. Etymology: from French
caricature
caricatura
caricare
carricare
carrus
caricature
caricature
karros
carrus
car, career, cargo, carry
charge
Caricature
carrus
caricatura
caricare

Caricare
carricre
carrus
The American Heritage® Dictionary of the English Language
so you can see more of Mickey Bach's cartoons.",images\caricature_154_0.jpg,http://www.wordinfo.info/words/images/caricature-1.jpg
catalyst,"catalyst
catalyst
catalysts
catalysts
so you can see more of Mickey Bach's cartoons.",images\catalyst_155_0.jpg,http://www.wordinfo.info/words/images/catalyst-1.jpg
cataract,"cataract
Cataracts
cataracts
cataract

The American Medical Association Home Medical Encyclopedia
Volume One; Medical Editor, Charles B. Clayman, M.D.;
Published by Random House, Inc.; New York; page 240.",,
catholic,,,
bolster,"bolster
2. To uphold, to aid, or to assist: Mary was told that more facts are needed to
bolster
so you can see more of Mickey Bach's cartoons.",images\bolster_158_0.jpg,http://www.wordinfo.info/words/images/bolster-1.jpg
boorish,"boorish
2. Descriptive of rudeness and not caring about other peoples feelings: One guest at Mildred's birthday party was
boorish
so you can see more of Mickey Bach's cartoons.",images\boorish_159_0.jpg,http://www.wordinfo.info/words/images/boorish-1.jpg
brainchild,,,
brash,"brash
2. Pertaining to a clear-cut and brilliant contrast: Timothy used
brash
3. Describing someone as being impudent and tactless: The elderly lady was very upset at the
brash

so you can see more of Mickey Bach's cartoons.","images\brash_161_0.jpg,images\brash_161_1.jpg","http://www.wordinfo.info/words/images/brash-1.jpg,http://www.wordinfo.info/words/images/brash-2.jpg"
brass,,,
bravado,,,
bravura,,,
brazen,"brazen
2. Relating to harsh sounding; such as, if someone were hitting something made of brass: A person who is
brazen
3. Descriptive of something made of brass, or resembling it; especially, in color or hardness: A
brazen

brazen
brazen
brazen

so you can see more of Mickey Bach's cartoons.","images\brazen_165_0.jpg,images\brazen_165_1.jpg","http://www.wordinfo.info/words/images/brazen-1.jpg,http://www.wordinfo.info/words/images/brazen-2.jpg"
breach,"The wall was breached in several places so the soldiers could get into the fortress.
2. Breaking or neglect (of a law, a trust, etc.); infraction; infringement:
For the guard to leave now would be a breach of duty.
3. A breaking of friendly relations; quarrel:
A misunderstanding caused a breach between me and my friend.",,
brittle,,,
broach,broach,"images\broach_168_0.jpg,images\broach_168_1.jpg,images\broach_168_2.jpg,images\broach_168_3.jpg","http://www.wordinfo.info/words/images/broach-1.jpg,http://www.wordinfo.info/words/images/broach-2.jpg,http://www.wordinfo.info/words/images/broach-3.jpg,http://www.wordinfo.info/words/images/broach-4.jpg"
cacophony,"cacophony
2. The use of unpleasantly loud sounds in language; for example, for literary effects: The author of the new novel Marie is reading used many
cacophonies
3. A discordant combination of dissonance: When Denise went to the students' concert, she was startled by the
cacophony
so you can see more of Mickey Bach's cartoons.",images\cacophony_169_0.jpg,http://www.wordinfo.info/words/images/cacophony-1.jpg
cajole,"cajole
2. To urge with gentle and repeated appeals or flattery; to influence: Werner liked Nicole a whole lot and wanted to
cajole
3. Etymology: French
cajoler
gaioler
gaiole
caveola
cavea

so you can see more of Mickey Bach's cartoons.","images\cajole_170_0.jpg,images\cajole_170_1.jpg","http://www.wordinfo.info/words/images/cajole-1.jpg,http://www.wordinfo.info/words/images/cajole-2.jpg"
callous,"callous


so you can see more of Mickey Bach's cartoons.","images\callous_171_0.jpg,images\callous_171_1.jpg,images\callous_171_2.jpg","http://www.wordinfo.info/words/images/callous-1.jpg,http://www.wordinfo.info/words/images/callous-2.jpg,http://www.wordinfo.info/words/images/callous-3.jpg"
camaraderie,"camaraderie
so you can see more of Mickey Bach's cartoons.",images\camaraderie_172_0.jpg,http://www.wordinfo.info/words/images/camaraderie-1.jpg
camouflage,"2. The use of electronic means, or exploitations of electronic characteristics to reduce, to submerge, or to eliminate the radar echoing properties of a target.",images\camouflage_173_0.jpg,http://www.wordinfo.info/words/images/camouflage-1.jpg
candid,"candid
2. Related to honesty and unbiased opinions, even when the truth is not pleasant to hear: Mary decided to give her
candid",,
canon,"cannon
canon
2. An accepted rule or guide about how people should behave or about how something should be done: Anyone who disregards every
canon
canyon",,
